id_registro,fecha,zona,tipo_dia,clima,tipo_vehiculo,tiempo_entrega_min
442,2025-09-10,Sur,Hábil,Despejado,Furgón,27.5
443,2025-09-11,Centro,Hábil,Despejado,Furgón,29.2
444,2025-09-12,Oeste,Hábil,Despejado,Moto,57.5
445,2025-09-15,Sur,Hábil,Lluvia,Furgón,43.3
446,2025-09-16,Norte,Hábil,Despejado,Furgón,46.1
447,2025-09-17,Sur,Hábil,Despejado,Moto,46.7
448,2025-09-18,Este,Hábil,Despejado,Furgón,54.4
449,2025-09-19,Este,Hábil,Nublado,Furgón,68.9
450,2025-09-22,Este,Hábil,Lluvia,Moto,35.8
451,2025-09-23,Norte,Hábil,Lluvia,Furgón,27.2
452,2025-09-24,Este,Hábil,Despejado,Camión,52.1
453,2025-09-25,Oeste,Hábil,Despejado,Moto,41.5
454,2025-09-26,Centro,Hábil,Lluvia,Furgón,81.5
455,2025-09-29,Oeste,Hábil,Despejado,Moto,39.2
456,2025-09-30,Este,Hábil,Despejado,Furgón,46.5
457,2025-10-01,Centro,Hábil,Lluvia,Furgón,28.0
458,2025-10-02,Centro,Hábil,Nublado,Moto,54.0
459,2025-10-03,Sur,Hábil,Lluvia,Moto,66.0
460,2025-10-06,Norte,Hábil,Lluvia,Furgón,23.5
461,2025-10-07,Centro,Hábil,Nublado,Moto,15.7
462,2025-10-08,Sur,Hábil,Despejado,Furgón,46.2
463,2025-10-09,Este,Hábil,Despejado,Moto,56.7
464,2025-10-10,Oeste,Hábil,Nublado,Camión,40.7
465,2025-10-13,Este,Hábil,Despejado,Furgón,58.8
466,2025-10-14,Norte,Hábil,Lluvia,Camión,42.2
467,2025-10-15,Sur,Hábil,Despejado,Moto,27.4
468,2025-10-16,Norte,Hábil,Despejado,Furgón,80.8
469,2025-10-17,Centro,Hábil,Lluvia,Furgón,48.4
470,2025-10-20,Este,Hábil,Nublado,Moto,35.1
471,2025-10-21,Oeste,Hábil,Lluvia,Moto,54.7
472,2025-10-22,Sur,Hábil,Despejado,Moto,51.2
473,2025-10-23,Oeste,Hábil,Nublado,Furgón,37.0
474,2025-10-24,Este,Hábil,Despejado,Furgón,32.7
475,2025-10-27,Sur,Hábil,Despejado,Moto,41.0
476,2025-10-28,Este,Hábil,Despejado,Furgón,51.3
477,2025-10-29,Sur,Hábil,Despejado,Moto,38.2
478,2025-10-30,Sur,Hábil,Despejado,Moto,30.5
479,2025-10-31,Centro,Hábil,Nublado,Camión,39.5
480,2025-11-03,Sur,Hábil,Lluvia,Camión,58.4
481,2025-11-04,Centro,Hábil,Lluvia,Furgón,44.5
482,2025-11-05,Centro,Hábil,Despejado,Moto,41.0
483,2025-11-06,Centro,Hábil,Nublado,Furgón,82.2
484,2025-11-07,Sur,Hábil,Nublado,Moto,44.2
485,2025-11-10,Centro,Hábil,Lluvia,Moto,34.5
486,2025-11-11,Centro,Hábil,Despejado,Moto,47.5
487,2025-11-12,Centro,Hábil,Despejado,Furgón,48.4
488,2025-11-13,Sur,Hábil,Despejado,Furgón,50.3
489,2025-11-14,Norte,Hábil,Despejado,Moto,85.8
490,2025-11-17,Centro,Hábil,Despejado,Furgón,50.0
491,2025-11-18,Norte,Hábil,Nublado,Camión,63.4
492,2025-11-19,Centro,Hábil,Despejado,Moto,33.6
493,2025-11-20,Este,Hábil,Despejado,Furgón,54.7
494,2025-11-21,Centro,Hábil,Despejado,Camión,58.9
495,2025-11-24,Centro,Hábil,Despejado,Moto,75.4
496,2025-11-25,Oeste,Hábil,Despejado,Moto,43.7
497,2025-11-26,Este,Hábil,Despejado,Furgón,19.6
498,2025-11-27,Oeste,Hábil,Despejado,Furgón,69.1
499,2025-11-28,Este,Hábil,Lluvia,Furgón,42.4
500,2025-12-01,Norte,Hábil,Nublado,Moto,58.3
