cliente_id,region,plan,canal_atencion,tipo_cliente,satisfaccion,meses_activo
12106,Maule,Estándar,Telefónico,Residencial,5.1,57
12107,Valparaíso,Premium,App,Empresarial,5.7,17
12108,Los Lagos,Premium,App,Residencial,5.8,57
12109,Metropolitana,Empresarial,Web,Residencial,4.8,34
12110,Maule,Básico,Sucursal,Empresarial,4.7,57
12111,Araucanía,Básico,Sucursal,Empresarial,8.6,44
12112,Atacama,Básico,Telefónico,Residencial,8.4,51
12113,Biobío,Básico,Web,Pyme,2.9,4
12114,Maule,Básico,Telefónico,Empresarial,6.1,53
12115,Biobío,Premium,Telefónico,Residencial,7.3,36
12116,Antofagasta,Estándar,App,Empresarial,10,31
12117,Valparaíso,Básico,App,Residencial,8.7,19
12118,Antofagasta,Premium,Telefónico,Pyme,8.0,44
12119,Valparaíso,Básico,Telefónico,Residencial,8.7,8
12120,O_Higgins,Empresarial,Sucursal,Pyme,6.5,78
12121,Atacama,Básico,App,Residencial,8.5,10
12122,Antofagasta,Estándar,Web,Empresarial,7.7,70
12123,Araucanía,Básico,Telefónico,Residencial,7.3,18
12124,Maule,Básico,App,Residencial,10,83
12125,Valparaíso,Básico,Sucursal,Residencial,8.3,79
12126,Valparaíso,Estándar,App,Residencial,8.6,17
12127,Los Lagos,Básico,Web,Residencial,10,59
12128,Atacama,Empresarial,Web,Empresarial,6.9,11
12129,Valparaíso,Estándar,App,Residencial,6.4,51
12130,Metropolitana,Estándar,App,Residencial,10,61
12131,Valparaíso,Estándar,App,Residencial,3.4,21
12132,Maule,Premium,Telefónico,Residencial,6.3,12
12133,Antofagasta,Básico,App,Empresarial,4.8,63
12134,Valparaíso,Estándar,Sucursal,Empresarial,5.3,45
12135,Coquimbo,Estándar,App,Residencial,7.3,52
12136,Los Lagos,Empresarial,Sucursal,Empresarial,9.5,44
12137,Metropolitana,Básico,Telefónico,Residencial,4.9,54
12138,Biobío,Estándar,Web,Residencial,9.2,81
12139,Maule,Premium,Web,Residencial,7.9,61
12140,Valparaíso,Premium,App,Empresarial,5.1,26
12141,Coquimbo,Básico,Telefónico,Residencial,8.2,16
12142,Valparaíso,Estándar,Sucursal,Empresarial,8.1,56
12143,Los Lagos,Básico,Sucursal,Pyme,3.1,74
12144,Atacama,Premium,Telefónico,Empresarial,6.5,61
12145,Atacama,Premium,App,Residencial,7.0,61
12146,Atacama,Estándar,Sucursal,Residencial,5.9,66
12147,Antofagasta,Premium,Web,Empresarial,6.7,55
12148,Los Lagos,Básico,App,Residencial,7.6,4
12149,Antofagasta,Estándar,Sucursal,Empresarial,6.3,2
12150,Coquimbo,Estándar,Web,Residencial,6.0,6
12151,Antofagasta,Básico,Sucursal,Residencial,8.7,72
12152,O_Higgins,Premium,Telefónico,Residencial,7.1,40
12153,Los Lagos,Básico,App,Residencial,7.5,17
12154,Antofagasta,Estándar,Web,Empresarial,3.1,45
12155,Antofagasta,Básico,Web,Residencial,7.3,50
12156,Valparaíso,Estándar,App,Residencial,10,27
12157,O_Higgins,Estándar,App,Residencial,7.2,77
12158,Antofagasta,Básico,Sucursal,Residencial,7.3,1
12159,Los Lagos,Estándar,Sucursal,Residencial,5.9,62
12160,Araucanía,Empresarial,Web,Residencial,5.2,14
12161,Metropolitana,Estándar,App,Residencial,8.3,68
12162,Atacama,Básico,Sucursal,Residencial,8.1,3
12163,Atacama,Empresarial,Telefónico,Residencial,8.0,83
12164,Araucanía,Estándar,Telefónico,Pyme,9.2,78
12165,Metropolitana,Estándar,Sucursal,Empresarial,9.1,29
12166,Araucanía,Estándar,Web,Pyme,7.4,19
12167,Araucanía,Estándar,Web,Residencial,5.8,42
12168,Maule,Empresarial,Sucursal,Empresarial,8.6,43
12169,Atacama,Básico,Telefónico,Residencial,9.3,81
12170,O_Higgins,Estándar,App,Residencial,8.1,52
12171,Antofagasta,Premium,Sucursal,Residencial,4.3,60
12172,O_Higgins,Empresarial,Sucursal,Residencial,7.4,2
12173,O_Higgins,Estándar,Web,Empresarial,9.9,51
12174,Coquimbo,Básico,Telefónico,Residencial,10,73
12175,O_Higgins,Empresarial,Telefónico,Residencial,4.1,32
12176,Coquimbo,Estándar,App,Residencial,7.2,9
12177,Atacama,Premium,Sucursal,Pyme,8.5,10
12178,Los Lagos,Estándar,Telefónico,Residencial,7.3,72
12179,O_Higgins,Básico,Telefónico,Pyme,10,1
12180,Metropolitana,Premium,Web,Residencial,9.2,25
12181,Los Lagos,Estándar,Telefónico,Empresarial,4.2,43
12182,Antofagasta,Básico,Telefónico,Pyme,6.1,9
12183,Maule,Empresarial,Telefónico,Residencial,10,50
12184,Metropolitana,Básico,Web,Residencial,6.4,46
12185,Maule,Estándar,App,Pyme,5.9,30
12186,Antofagasta,Básico,Sucursal,Empresarial,8.3,76
12187,Araucanía,Premium,Sucursal,Residencial,7.3,74
12188,Atacama,Básico,App,Residencial,6.1,31
12189,Atacama,Premium,App,Empresarial,5.7,24
12190,Los Lagos,Premium,Telefónico,Pyme,7.1,47
12191,Maule,Premium,Web,Residencial,8.2,81
12192,Valparaíso,Básico,Web,Residencial,9.4,75
12193,Antofagasta,Básico,Web,Pyme,6.7,65
12194,Biobío,Básico,App,Residencial,3.6,69
12195,Coquimbo,Estándar,Telefónico,Residencial,7.0,59
12196,Araucanía,Básico,App,Residencial,6.7,24
12197,Antofagasta,Premium,Sucursal,Residencial,7.3,11
12198,Los Lagos,Estándar,Web,Residencial,5.7,27
12199,Metropolitana,Básico,Telefónico,Empresarial,4.9,42
12200,Maule,Básico,Web,Empresarial,7.1,35
12201,Biobío,Estándar,Sucursal,Residencial,6.9,51
12202,Biobío,Premium,Telefónico,Empresarial,7.6,76
12203,Atacama,Básico,Web,Empresarial,5.9,47
12204,Atacama,Premium,Sucursal,Empresarial,10,16
12205,Maule,Empresarial,App,Residencial,7.2,80
12206,O_Higgins,Premium,Web,Residencial,10,50
12207,Araucanía,Premium,App,Residencial,8.1,62
12208,Araucanía,Estándar,App,Residencial,6.5,39
12209,Los Lagos,Estándar,App,Residencial,5.2,37
12210,Los Lagos,Básico,App,Residencial,6.2,22
12211,Antofagasta,Premium,Sucursal,Residencial,6.3,15
12212,Araucanía,Básico,Web,Pyme,9.0,4
12213,Araucanía,Estándar,Web,Pyme,6.9,47
12214,Araucanía,Básico,Telefónico,Empresarial,7.6,1
12215,Valparaíso,Estándar,Sucursal,Residencial,6.8,54
12216,Metropolitana,Estándar,Web,Residencial,7.7,9
12217,Atacama,Estándar,Telefónico,Residencial,7.0,9
12218,Los Lagos,Estándar,Telefónico,Residencial,7.5,14
12219,Atacama,Premium,Web,Residencial,8.5,3
12220,Coquimbo,Empresarial,App,Residencial,3.8,41
12221,Metropolitana,Básico,App,Residencial,5.5,57
12222,Atacama,Básico,Telefónico,Residencial,5.9,5
12223,Metropolitana,Premium,Sucursal,Residencial,5.7,6
12224,Valparaíso,Empresarial,Sucursal,Residencial,10,10
12225,Maule,Estándar,App,Pyme,8.3,73
12226,Araucanía,Estándar,App,Empresarial,6.7,83
12227,Los Lagos,Estándar,Sucursal,Pyme,7.2,56
12228,Metropolitana,Premium,Sucursal,Empresarial,6.8,42
12229,Biobío,Estándar,Web,Pyme,7.1,42
12230,Atacama,Estándar,Web,Residencial,6.1,11
12231,O_Higgins,Premium,Sucursal,Empresarial,10,38
12232,Los Lagos,Básico,App,Residencial,10,53
12233,Valparaíso,Básico,App,Residencial,9.4,37
12234,Atacama,Estándar,Telefónico,Residencial,7.6,41
12235,Metropolitana,Premium,Web,Pyme,5.4,31
12236,Atacama,Básico,App,Pyme,5.4,13
12237,Coquimbo,Básico,Telefónico,Residencial,7.5,18
12238,Metropolitana,Estándar,Telefónico,Empresarial,7.0,64
12239,Atacama,Básico,Sucursal,Residencial,7.6,77
12240,Araucanía,Básico,Web,Empresarial,7.7,3
12241,Biobío,Básico,Sucursal,Empresarial,7.6,42
12242,Araucanía,Premium,Telefónico,Residencial,8.1,21
12243,O_Higgins,Básico,Telefónico,Residencial,3.9,58
12244,Antofagasta,Premium,Web,Residencial,6.9,49
12245,Valparaíso,Empresarial,Web,Residencial,8.9,23
12246,Metropolitana,Premium,App,Empresarial,8.6,48
12247,Antofagasta,Básico,App,Pyme,7.3,51
12248,Biobío,Estándar,Web,Empresarial,4.8,53
12249,Los Lagos,Estándar,Sucursal,Empresarial,7.6,38
12250,Antofagasta,Básico,App,Residencial,7.2,43
12251,Biobío,Estándar,Telefónico,Residencial,8.3,14
12252,Atacama,Premium,Sucursal,Residencial,5.7,73
12253,Los Lagos,Básico,App,Residencial,7.0,56
12254,Antofagasta,Básico,Sucursal,Residencial,9.5,19
12255,Atacama,Básico,App,Empresarial,5.4,55
12256,Coquimbo,Básico,App,Pyme,7.2,57
12257,Metropolitana,Premium,Sucursal,Residencial,7.5,2
12258,Metropolitana,Estándar,App,Residencial,4.9,5
12259,Araucanía,Básico,Telefónico,Residencial,3.7,41
12260,Biobío,Básico,Sucursal,Residencial,8.0,80
12261,Biobío,Estándar,Telefónico,Residencial,7.9,4
12262,Maule,Estándar,Telefónico,Residencial,3.4,68
12263,O_Higgins,Estándar,Telefónico,Empresarial,5.4,75
12264,Maule,Estándar,Telefónico,Pyme,5.4,16
12265,Los Lagos,Básico,App,Residencial,6.9,21
12266,Metropolitana,Premium,Sucursal,Empresarial,8.2,53
12267,Metropolitana,Básico,Telefónico,Residencial,8.2,17
12268,Atacama,Básico,Telefónico,Residencial,6.7,5
12269,Los Lagos,Premium,Sucursal,Residencial,6.9,66
12270,Los Lagos,Básico,Sucursal,Residencial,5.6,66
12271,Los Lagos,Estándar,App,Empresarial,7.3,84
12272,Los Lagos,Estándar,Web,Residencial,8.8,30
12273,Valparaíso,Básico,Web,Pyme,6.9,46
12274,Maule,Básico,App,Empresarial,3.3,26
12275,Valparaíso,Básico,Sucursal,Residencial,9.9,31
12276,O_Higgins,Premium,Telefónico,Residencial,6.7,52
12277,Araucanía,Empresarial,App,Empresarial,8.6,25
12278,Metropolitana,Empresarial,Web,Residencial,5.6,75
12279,Los Lagos,Básico,Web,Empresarial,6.6,38
12280,Maule,Básico,App,Residencial,10,52
12281,Atacama,Estándar,Web,Residencial,7.5,71
12282,Valparaíso,Básico,App,Empresarial,6.6,9
12283,Atacama,Empresarial,Sucursal,Residencial,9.5,68
12284,Biobío,Premium,Sucursal,Empresarial,7.6,15
12285,Maule,Estándar,Sucursal,Residencial,6.0,57
12286,Coquimbo,Estándar,Web,Residencial,9.4,58
12287,Maule,Premium,Telefónico,Pyme,7.2,49
12288,Antofagasta,Estándar,Web,Pyme,8.1,62
12289,Antofagasta,Empresarial,Web,Residencial,6.0,69
12290,Valparaíso,Estándar,App,Empresarial,6.9,24
12291,Atacama,Estándar,Telefónico,Residencial,6.4,25
12292,Antofagasta,Básico,Telefónico,Residencial,5.8,58
12293,Valparaíso,Estándar,Telefónico,Pyme,7.9,14
12294,Metropolitana,Básico,Telefónico,Residencial,6.9,40
12295,Metropolitana,Empresarial,Telefónico,Residencial,7.2,28
12296,Valparaíso,Estándar,App,Residencial,8.7,23
12297,Coquimbo,Básico,Web,Empresarial,7.2,75
12298,Biobío,Estándar,Web,Residencial,8.4,5
12299,Metropolitana,Estándar,App,Residencial,8.3,11
12300,Biobío,Premium,Web,Residencial,5.0,56
12301,Valparaíso,Básico,Telefónico,Empresarial,6.8,70
12302,Maule,Estándar,Web,Residencial,7.8,16
12303,O_Higgins,Básico,Web,Pyme,10,22
12304,Atacama,Estándar,Sucursal,Residencial,6.2,38
12305,Metropolitana,Estándar,App,Empresarial,7.7,69
12306,Antofagasta,Básico,Sucursal,Residencial,6.6,57
12307,Los Lagos,Estándar,App,Residencial,8.0,71
12308,Antofagasta,Básico,Sucursal,Residencial,9.1,21
12309,O_Higgins,Básico,Sucursal,Residencial,7.9,9
12310,Maule,Estándar,Telefónico,Empresarial,7.9,52
12311,Atacama,Básico,Telefónico,Residencial,4.6,7
12312,Araucanía,Estándar,App,Residencial,5.0,6
12313,Biobío,Estándar,App,Pyme,9.2,39
12314,Metropolitana,Básico,Sucursal,Residencial,6.5,61
12315,Araucanía,Estándar,App,Residencial,9.2,1
12316,Biobío,Básico,Web,Residencial,9.1,62
12317,Metropolitana,Estándar,Sucursal,Empresarial,9.0,75
12318,Antofagasta,Estándar,App,Pyme,6.8,58
12319,Maule,Básico,Sucursal,Empresarial,5.1,33
12320,Valparaíso,Estándar,Sucursal,Pyme,7.3,7
12321,Coquimbo,Básico,Telefónico,Pyme,10,68
12322,O_Higgins,Estándar,Telefónico,Residencial,6.8,18
12323,Los Lagos,Básico,Telefónico,Empresarial,7.2,38
12324,Antofagasta,Básico,Sucursal,Residencial,5.0,38
12325,Antofagasta,Básico,Sucursal,Residencial,8.9,54
12326,Maule,Empresarial,Web,Pyme,10,44
12327,Antofagasta,Básico,Telefónico,Residencial,5.0,28
12328,Biobío,Básico,Web,Residencial,7.7,69
12329,Valparaíso,Estándar,Telefónico,Residencial,8.4,42
12330,O_Higgins,Estándar,Sucursal,Empresarial,7.1,76
12331,Maule,Empresarial,App,Residencial,4.0,65
12332,O_Higgins,Básico,Web,Residencial,10,39
12333,Biobío,Básico,Web,Residencial,5.2,3
12334,Antofagasta,Básico,App,Empresarial,6.9,51
12335,Biobío,Estándar,Web,Residencial,8.9,65
12336,Biobío,Básico,Telefónico,Residencial,6.6,71
12337,Los Lagos,Empresarial,Sucursal,Residencial,5.8,40
12338,Maule,Básico,Web,Residencial,8.1,49
12339,Biobío,Estándar,Sucursal,Empresarial,7.4,5
12340,Metropolitana,Estándar,App,Pyme,10,79
12341,Araucanía,Estándar,Telefónico,Pyme,5.2,61
12342,Los Lagos,Empresarial,App,Residencial,5.5,25
12343,Araucanía,Estándar,Telefónico,Residencial,6.3,33
12344,Antofagasta,Estándar,Web,Empresarial,9.2,28
12345,O_Higgins,Básico,App,Residencial,6.6,79
12346,O_Higgins,Premium,Telefónico,Residencial,6.9,56
12347,Valparaíso,Básico,Sucursal,Empresarial,9.7,61
12348,Antofagasta,Empresarial,App,Pyme,8.1,1
12349,Los Lagos,Básico,Web,Residencial,5.5,67
12350,Atacama,Estándar,Web,Residencial,6.6,44
12351,Maule,Básico,Sucursal,Residencial,6.9,35
12352,Atacama,Estándar,Telefónico,Residencial,6.1,35
12353,Maule,Estándar,Web,Residencial,8.2,4
12354,Atacama,Premium,Sucursal,Pyme,6.8,10
12355,Los Lagos,Básico,App,Pyme,5.9,33
12356,Metropolitana,Estándar,App,Pyme,4.3,31
12357,Coquimbo,Básico,Telefónico,Residencial,6.4,47
12358,Biobío,Empresarial,Sucursal,Residencial,8.4,22
12359,Metropolitana,Estándar,App,Residencial,5.0,84
12360,Atacama,Básico,Telefónico,Residencial,7.0,11
12361,Biobío,Básico,Telefónico,Residencial,6.5,25
12362,Araucanía,Estándar,Sucursal,Pyme,8.9,69
12363,Los Lagos,Básico,Sucursal,Pyme,7.9,60
12364,Metropolitana,Premium,App,Empresarial,6.7,43
12365,Araucanía,Empresarial,Sucursal,Residencial,9.0,49
12366,Araucanía,Estándar,Sucursal,Empresarial,9.0,9
12367,Los Lagos,Estándar,Web,Residencial,5.1,74
12368,Metropolitana,Básico,Telefónico,Residencial,8.2,76
12369,Metropolitana,Premium,Web,Residencial,10,69
12370,Los Lagos,Básico,Sucursal,Residencial,10,8
12371,O_Higgins,Empresarial,Web,Empresarial,8.5,36
12372,Coquimbo,Básico,Sucursal,Residencial,7.4,33
12373,Metropolitana,Estándar,Sucursal,Empresarial,5.7,49
12374,Los Lagos,Básico,Web,Residencial,7.8,44
12375,Atacama,Básico,Telefónico,Residencial,4.9,40
12376,Coquimbo,Estándar,App,Residencial,7.1,2
12377,Atacama,Estándar,Telefónico,Residencial,8.0,64
12378,Antofagasta,Estándar,Telefónico,Residencial,9.9,18
12379,Maule,Básico,Web,Residencial,8.1,20
12380,O_Higgins,Estándar,Telefónico,Empresarial,6.9,31
12381,Maule,Básico,Sucursal,Residencial,5.3,54
12382,O_Higgins,Básico,Telefónico,Residencial,8.8,77
12383,Valparaíso,Básico,App,Residencial,7.0,78
12384,Araucanía,Básico,Sucursal,Residencial,9.5,12
12385,Coquimbo,Empresarial,Telefónico,Residencial,7.7,20
12386,Antofagasta,Básico,Telefónico,Residencial,5.3,67
12387,Valparaíso,Premium,Web,Residencial,6.7,49
12388,Araucanía,Estándar,App,Empresarial,7.4,1
12389,O_Higgins,Básico,Telefónico,Residencial,7.2,81
12390,Atacama,Premium,Sucursal,Residencial,7.1,63
12391,O_Higgins,Estándar,Telefónico,Residencial,7.3,1
12392,Coquimbo,Básico,Sucursal,Residencial,5.6,27
12393,O_Higgins,Básico,Sucursal,Residencial,8.4,56
12394,Antofagasta,Empresarial,Sucursal,Empresarial,8.2,72
12395,Valparaíso,Básico,Web,Residencial,7.3,63
12396,Araucanía,Estándar,App,Residencial,7.3,81
12397,Antofagasta,Premium,Telefónico,Residencial,8.5,53
12398,Maule,Básico,App,Pyme,7.8,37
12399,Metropolitana,Empresarial,Web,Residencial,8.4,15
12400,Atacama,Básico,Sucursal,Empresarial,8.1,29
12401,Coquimbo,Premium,Sucursal,Empresarial,8.6,48
12402,Valparaíso,Premium,App,Residencial,7.0,60
12403,Biobío,Básico,Telefónico,Residencial,5.0,65
12404,Biobío,Básico,App,Residencial,7.9,16
12405,Coquimbo,Empresarial,Sucursal,Pyme,6.9,9
12406,Maule,Premium,Telefónico,Residencial,4.4,12
12407,Los Lagos,Básico,Web,Empresarial,7.2,20
12408,Valparaíso,Básico,App,Residencial,8.9,82
12409,Biobío,Básico,Sucursal,Residencial,4.0,62
12410,Atacama,Básico,Sucursal,Residencial,9.6,45
12411,Antofagasta,Premium,Web,Residencial,7.6,75
12412,Maule,Premium,Sucursal,Pyme,8.8,70
12413,Metropolitana,Estándar,Telefónico,Residencial,5.3,61
12414,Atacama,Estándar,Web,Empresarial,7.1,28
12415,Coquimbo,Estándar,Telefónico,Empresarial,9.0,43
12416,Maule,Básico,Web,Residencial,5.6,41
12417,Biobío,Básico,Telefónico,Residencial,8.0,34
12418,Coquimbo,Estándar,App,Residencial,6.7,69
12419,Atacama,Premium,Web,Residencial,7.7,37
12420,Atacama,Básico,Telefónico,Empresarial,9.1,18
12421,Los Lagos,Estándar,Sucursal,Empresarial,10,13
12422,Maule,Básico,Telefónico,Empresarial,9.7,14
12423,Metropolitana,Básico,App,Pyme,7.7,36
12424,Metropolitana,Premium,App,Residencial,6.7,79
12425,Maule,Premium,Sucursal,Residencial,10,3
12426,Coquimbo,Estándar,Telefónico,Residencial,9.7,65
12427,Atacama,Básico,Telefónico,Empresarial,8.7,74
12428,Valparaíso,Básico,Sucursal,Residencial,9.2,33
12429,Los Lagos,Básico,Telefónico,Empresarial,10,54
12430,Los Lagos,Empresarial,App,Residencial,8.8,3
12431,Atacama,Estándar,Sucursal,Empresarial,8.7,12
12432,Valparaíso,Estándar,Telefónico,Residencial,6.2,44
12433,Araucanía,Premium,Web,Empresarial,7.1,18
12434,O_Higgins,Estándar,Web,Residencial,8.5,79
12435,Coquimbo,Básico,Sucursal,Empresarial,8.9,22
12436,Los Lagos,Premium,App,Pyme,10,30
12437,Atacama,Básico,Telefónico,Pyme,8.6,57
12438,Araucanía,Básico,Sucursal,Empresarial,9.5,33
12439,Metropolitana,Básico,Telefónico,Residencial,7.4,22
12440,Antofagasta,Premium,Telefónico,Residencial,7.0,35
12441,Coquimbo,Estándar,Sucursal,Residencial,9.2,62
12442,Maule,Empresarial,Telefónico,Empresarial,6.5,21
12443,Atacama,Básico,Web,Residencial,5.0,56
12444,Los Lagos,Básico,Telefónico,Residencial,9.2,1
12445,Metropolitana,Básico,Telefónico,Empresarial,7.7,33
12446,Metropolitana,Básico,Web,Residencial,9.5,65
12447,Araucanía,Premium,Web,Residencial,8.9,55
12448,Araucanía,Básico,App,Residencial,6.8,74
12449,Antofagasta,Estándar,Telefónico,Empresarial,6.7,53
12450,Los Lagos,Básico,Telefónico,Residencial,10,60
12451,Valparaíso,Estándar,Web,Empresarial,7.5,18
12452,O_Higgins,Estándar,Telefónico,Residencial,7.2,17
12453,O_Higgins,Básico,Telefónico,Residencial,7.3,61
12454,Los Lagos,Premium,Web,Empresarial,3.5,66
12455,Biobío,Premium,App,Residencial,4.8,36
12456,Los Lagos,Básico,App,Residencial,7.4,1
12457,Antofagasta,Estándar,Sucursal,Residencial,10,56
12458,Los Lagos,Empresarial,Sucursal,Residencial,8.5,18
12459,Biobío,Premium,App,Empresarial,4.3,67
12460,Atacama,Premium,Sucursal,Residencial,5.5,75
12461,Maule,Empresarial,Web,Empresarial,3.0,80
12462,Coquimbo,Empresarial,Web,Pyme,7.2,61
12463,Biobío,Básico,Web,Empresarial,6.0,52
12464,Metropolitana,Básico,Sucursal,Residencial,10,71
12465,Valparaíso,Básico,Telefónico,Residencial,7.7,48
12466,Los Lagos,Básico,Telefónico,Residencial,7.2,34
12467,Antofagasta,Estándar,Sucursal,Empresarial,6.7,5
12468,Metropolitana,Básico,App,Empresarial,5.9,29
12469,Biobío,Premium,Sucursal,Pyme,7.3,67
12470,Atacama,Premium,App,Residencial,5.3,31
12471,Biobío,Estándar,Web,Residencial,9.8,48
12472,Antofagasta,Estándar,Web,Residencial,8.2,19
12473,Biobío,Básico,Web,Residencial,9.1,46
12474,Los Lagos,Básico,Web,Residencial,7.7,79
12475,Atacama,Premium,App,Residencial,8.1,25
12476,Atacama,Estándar,App,Empresarial,8.5,11
12477,O_Higgins,Básico,Telefónico,Residencial,6.9,66
12478,Antofagasta,Estándar,App,Residencial,6.2,27
12479,Atacama,Premium,Telefónico,Residencial,5.9,61
12480,Araucanía,Básico,App,Empresarial,7.7,16
12481,Araucanía,Premium,App,Residencial,7.4,34
12482,Metropolitana,Empresarial,Web,Pyme,8.2,56
12483,Atacama,Básico,Sucursal,Empresarial,7.2,68
12484,Valparaíso,Empresarial,Telefónico,Pyme,8.0,58
12485,Coquimbo,Premium,Telefónico,Pyme,6.8,13
12486,O_Higgins,Estándar,Telefónico,Pyme,7.7,78
12487,O_Higgins,Básico,Telefónico,Residencial,8.8,32
12488,O_Higgins,Estándar,App,Residencial,8.1,39
12489,Metropolitana,Estándar,Web,Pyme,8.9,29
12490,Antofagasta,Básico,Telefónico,Residencial,10,58
12491,Biobío,Básico,Telefónico,Empresarial,9.7,38
12492,Biobío,Básico,Web,Pyme,7.5,47
12493,Atacama,Estándar,Web,Empresarial,4.4,58
12494,Valparaíso,Básico,App,Pyme,8.9,11
12495,Araucanía,Estándar,App,Residencial,10,21
12496,Araucanía,Básico,Telefónico,Residencial,10,64
12497,Los Lagos,Básico,Sucursal,Empresarial,6.9,18
12498,Coquimbo,Estándar,Telefónico,Pyme,7.6,23
12499,Valparaíso,Premium,Web,Pyme,8.0,49
12500,Biobío,Básico,Web,Pyme,8.5,82
12501,Maule,Básico,Telefónico,Residencial,4.6,7
12502,Atacama,Empresarial,Sucursal,Empresarial,8.5,59
12503,Atacama,Básico,App,Residencial,8.8,4
12504,Maule,Básico,App,Pyme,6.7,68
12505,Valparaíso,Estándar,Telefónico,Residencial,8.7,69
12506,Antofagasta,Premium,App,Empresarial,5.4,83
12507,Araucanía,Estándar,Web,Residencial,5.5,84
12508,Antofagasta,Básico,Web,Empresarial,5.7,82
12509,Atacama,Básico,App,Residencial,10.0,69
12510,Metropolitana,Básico,Sucursal,Residencial,6.6,68
12511,Coquimbo,Básico,Telefónico,Residencial,4.9,28
12512,Biobío,Básico,Sucursal,Empresarial,7.8,78
12513,Biobío,Empresarial,Sucursal,Residencial,4.6,74
12514,Coquimbo,Estándar,App,Residencial,6.7,54
12515,Coquimbo,Estándar,Web,Empresarial,8.7,52
12516,Los Lagos,Empresarial,Web,Empresarial,7.5,80
12517,Los Lagos,Básico,Web,Empresarial,9.0,25
12518,Biobío,Básico,App,Empresarial,8.4,49
12519,Coquimbo,Premium,App,Residencial,3.8,21
12520,Atacama,Estándar,Web,Residencial,6.4,56
12521,Atacama,Estándar,Sucursal,Residencial,7.7,52
12522,Araucanía,Básico,Telefónico,Empresarial,8.0,15
12523,Biobío,Básico,App,Residencial,5.7,27
12524,Los Lagos,Empresarial,App,Pyme,4.6,54
12525,Metropolitana,Estándar,Sucursal,Residencial,9.0,80
12526,Araucanía,Estándar,Telefónico,Residencial,6.2,60
12527,Metropolitana,Básico,Web,Residencial,3.8,52
12528,Los Lagos,Estándar,Sucursal,Residencial,6.3,76
12529,Los Lagos,Básico,App,Empresarial,8.9,16
12530,Antofagasta,Básico,Telefónico,Residencial,9.0,26
12531,Valparaíso,Estándar,App,Empresarial,5.4,80
12532,O_Higgins,Premium,Web,Residencial,4.8,53
12533,Biobío,Premium,Web,Residencial,7.3,67
12534,Los Lagos,Estándar,Sucursal,Residencial,7.4,26
12535,O_Higgins,Básico,App,Residencial,9.7,19
12536,Antofagasta,Estándar,Web,Residencial,4.8,36
12537,Los Lagos,Empresarial,App,Residencial,8.1,18
12538,Biobío,Estándar,App,Pyme,8.0,76
12539,Biobío,Premium,App,Pyme,10,65
12540,Metropolitana,Básico,Web,Pyme,5.8,66
12541,Antofagasta,Premium,App,Residencial,5.6,31
12542,Valparaíso,Estándar,App,Residencial,6.3,32
12543,Metropolitana,Estándar,Sucursal,Residencial,7.5,49
12544,Araucanía,Premium,App,Residencial,5.7,30
12545,Valparaíso,Estándar,Telefónico,Pyme,7.4,47
12546,Araucanía,Básico,Telefónico,Empresarial,9.2,73
12547,Antofagasta,Empresarial,Web,Pyme,8.8,83
12548,Los Lagos,Estándar,Web,Pyme,3.6,26
12549,Antofagasta,Premium,Sucursal,Residencial,5.7,39
12550,Araucanía,Básico,App,Residencial,7.0,35
12551,Maule,Premium,Web,Residencial,4.0,51
12552,Coquimbo,Básico,Telefónico,Residencial,6.3,83
12553,Coquimbo,Premium,Sucursal,Residencial,8.6,65
12554,Antofagasta,Premium,App,Residencial,9.8,7
12555,Valparaíso,Básico,Web,Residencial,3.7,29
12556,Maule,Básico,Telefónico,Residencial,9.9,46
12557,Coquimbo,Premium,App,Residencial,4.8,23
12558,Araucanía,Estándar,Sucursal,Residencial,4.8,40
12559,Antofagasta,Básico,Telefónico,Residencial,5.7,20
12560,Antofagasta,Premium,App,Residencial,5.5,5
12561,Valparaíso,Estándar,App,Empresarial,5.7,39
12562,Los Lagos,Premium,App,Residencial,6.4,41
12563,O_Higgins,Estándar,App,Empresarial,6.7,51
12564,Araucanía,Empresarial,Telefónico,Residencial,7.1,63
12565,Biobío,Básico,Telefónico,Empresarial,6.0,71
12566,Biobío,Básico,Sucursal,Residencial,8.7,41
12567,O_Higgins,Premium,Telefónico,Residencial,7.6,6
12568,Valparaíso,Estándar,Sucursal,Residencial,7.6,18
12569,Coquimbo,Estándar,Sucursal,Residencial,8.6,16
12570,Atacama,Básico,Web,Residencial,5.9,60
12571,Coquimbo,Básico,Sucursal,Residencial,8.5,57
12572,Atacama,Premium,Web,Residencial,4.9,77
12573,Araucanía,Premium,Sucursal,Residencial,8.7,46
12574,Araucanía,Básico,Web,Pyme,8.2,30
12575,O_Higgins,Básico,App,Residencial,6.4,83
12576,Maule,Básico,Web,Pyme,6.3,59
12577,Biobío,Estándar,App,Residencial,7.8,67
12578,Coquimbo,Básico,App,Residencial,4.1,27
12579,O_Higgins,Estándar,Telefónico,Residencial,4.6,44
12580,Los Lagos,Estándar,App,Residencial,7.8,34
12581,Antofagasta,Básico,Web,Residencial,10,53
12582,Los Lagos,Premium,Web,Empresarial,9.9,70
12583,Antofagasta,Básico,Sucursal,Residencial,9.2,51
12584,Los Lagos,Estándar,App,Empresarial,10,48
12585,Metropolitana,Básico,Telefónico,Residencial,9.6,1
