id_estudiante,sede,region,modalidad,jornada,programa,anio_cursado
EST003474,MET03,Metropolitana,A distancia,Vespertino,Gastronomía,3
EST003475,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,2
EST003476,MET03,Metropolitana,Presencial,Vespertino,Electricidad,4
EST003477,MET03,Metropolitana,Presencial,Diurno,Gastronomía,3
EST003478,MET03,Metropolitana,Presencial,Diurno,Informática,3
EST003479,MET03,Metropolitana,A distancia,Diurno,Contabilidad,4
EST003480,MET03,Metropolitana,Presencial,Diurno,Gastronomía,2
EST003481,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,2
EST003482,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,4
EST003483,MET03,Metropolitana,Presencial,Diurno,Electricidad,3
EST003484,MET03,Metropolitana,Presencial,Diurno,Contabilidad,4
EST003485,MET03,Metropolitana,Presencial,Vespertino,Electricidad,3
EST003486,MET03,Metropolitana,A distancia,Vespertino,Contabilidad,1
EST003487,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,3
EST003488,MET03,Metropolitana,Presencial,Diurno,Enfermería,4
EST003489,MET03,Metropolitana,Presencial,Vespertino,Contabilidad,2
EST003490,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,3
EST003491,MET03,Metropolitana,A distancia,Vespertino,Electricidad,1
EST003492,MET03,Metropolitana,A distancia,Vespertino,Mecánica Automotriz,1
EST003493,MET03,Metropolitana,A distancia,Diurno,Contabilidad,3
EST003494,MET03,Metropolitana,Presencial,Diurno,Gastronomía,4
EST003495,MET03,Metropolitana,Presencial,Vespertino,Logística,2
EST003496,MET03,Metropolitana,Presencial,Vespertino,Administración,4
EST003497,MET03,Metropolitana,Presencial,Diurno,Contabilidad,1
EST003498,MET03,Metropolitana,Presencial,Vespertino,Administración,1
EST003499,MET03,Metropolitana,Presencial,Diurno,Gastronomía,4
EST003500,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,1
EST003501,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,4
EST003502,MET03,Metropolitana,Presencial,Diurno,Logística,2
EST003503,MET03,Metropolitana,Presencial,Diurno,Logística,3
EST003504,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,4
EST003505,MET03,Metropolitana,A distancia,Vespertino,Mecánica Automotriz,3
EST003506,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,2
EST003507,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,1
EST003508,MET03,Metropolitana,A distancia,Vespertino,Contabilidad,3
EST003509,MET03,Metropolitana,A distancia,Vespertino,Informática,2
EST003510,MET03,Metropolitana,A distancia,Vespertino,Marketing Digital,2
EST003511,MET03,Metropolitana,A distancia,Vespertino,Contabilidad,3
EST003512,MET03,Metropolitana,A distancia,Vespertino,Enfermería,4
EST003513,MET03,Metropolitana,A distancia,Diurno,Diseño Gráfico,2
EST003514,MET03,Metropolitana,Presencial,Vespertino,Administración,1
EST003515,MET03,Metropolitana,Presencial,Diurno,Electricidad,3
EST003516,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,1
EST003517,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,4
EST003518,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,1
EST003519,MET03,Metropolitana,Presencial,Diurno,Marketing Digital,1
EST003520,MET03,Metropolitana,A distancia,Diurno,Contabilidad,1
EST003521,MET03,Metropolitana,A distancia,Vespertino,Mecánica Automotriz,1
EST003522,MET03,Metropolitana,Presencial,Diurno,Informática,3
EST003523,MET03,Metropolitana,A distancia,Diurno,Mecánica Automotriz,4
EST003524,MET03,Metropolitana,Presencial,Diurno,Electricidad,2
EST003525,MET03,Metropolitana,A distancia,Vespertino,Administración,3
EST003526,MET03,Metropolitana,Presencial,Vespertino,Informática,1
EST003527,MET03,Metropolitana,A distancia,Vespertino,Mecánica Automotriz,3
EST003528,MET03,Metropolitana,Presencial,Vespertino,Enfermería,1
EST003529,MET03,Metropolitana,Presencial,Vespertino,Informática,3
EST003530,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,3
EST003531,MET03,Metropolitana,A distancia,Vespertino,Electricidad,1
EST003532,MET03,Metropolitana,Presencial,Diurno,Logística,1
EST003533,MET03,Metropolitana,A distancia,Vespertino,Marketing Digital,3
EST003534,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,3
EST003535,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,2
EST003536,MET03,Metropolitana,A distancia,Vespertino,Informática,1
EST003537,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,2
EST003538,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,3
EST003539,MET03,Metropolitana,Presencial,Diurno,Contabilidad,1
EST003540,MET03,Metropolitana,Presencial,Diurno,Contabilidad,4
EST003541,MET03,Metropolitana,A distancia,Diurno,Informática,1
EST003542,MET03,Metropolitana,A distancia,Vespertino,Informática,1
EST003543,MET03,Metropolitana,Presencial,Vespertino,Administración,3
EST003544,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,1
EST003545,MET03,Metropolitana,Presencial,Diurno,Logística,1
EST003546,MET03,Metropolitana,A distancia,Diurno,Enfermería,2
EST003547,MET03,Metropolitana,A distancia,Diurno,Administración,2
EST003548,MET03,Metropolitana,Presencial,Diurno,Contabilidad,4
EST003549,MET03,Metropolitana,Presencial,Diurno,Gastronomía,1
EST003550,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,2
EST003551,MET03,Metropolitana,Presencial,Vespertino,Contabilidad,2
EST003552,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,2
EST003553,MET03,Metropolitana,A distancia,Vespertino,Marketing Digital,3
EST003554,MET03,Metropolitana,Presencial,Diurno,Contabilidad,2
EST003555,MET03,Metropolitana,Presencial,Vespertino,Electricidad,2
EST003556,MET03,Metropolitana,A distancia,Diurno,Informática,1
EST003557,MET03,Metropolitana,A distancia,Vespertino,Enfermería,1
EST003558,MET03,Metropolitana,A distancia,Vespertino,Marketing Digital,3
EST003559,MET03,Metropolitana,A distancia,Diurno,Gastronomía,3
EST003560,MET03,Metropolitana,A distancia,Vespertino,Logística,4
EST003561,MET03,Metropolitana,Presencial,Diurno,Enfermería,1
EST003562,MET03,Metropolitana,A distancia,Vespertino,Diseño Gráfico,1
EST003563,MET03,Metropolitana,Presencial,Diurno,Logística,3
EST003564,MET03,Metropolitana,Presencial,Diurno,Administración,1
EST003565,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,3
EST003566,MET03,Metropolitana,Presencial,Vespertino,Enfermería,2
EST003567,MET03,Metropolitana,Presencial,Diurno,Electricidad,4
EST003568,MET03,Metropolitana,Presencial,Vespertino,Electricidad,3
EST003569,MET03,Metropolitana,Presencial,Diurno,Gastronomía,2
EST003570,MET03,Metropolitana,A distancia,Diurno,Informática,1
EST003571,MET03,Metropolitana,A distancia,Vespertino,Diseño Gráfico,2
EST003572,MET03,Metropolitana,Presencial,Vespertino,Logística,2
EST003573,MET03,Metropolitana,Presencial,Diurno,Marketing Digital,2
EST003574,MET03,Metropolitana,Presencial,Vespertino,Logística,2
EST003575,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,4
EST003576,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,1
EST003577,MET03,Metropolitana,Presencial,Vespertino,Electricidad,4
EST003578,MET03,Metropolitana,A distancia,Diurno,Gastronomía,1
EST003579,MET03,Metropolitana,Presencial,Diurno,Logística,2
EST003580,MET03,Metropolitana,A distancia,Diurno,Diseño Gráfico,1
EST003581,MET03,Metropolitana,A distancia,Diurno,Informática,4
EST003582,MET03,Metropolitana,Presencial,Vespertino,Contabilidad,2
EST003583,MET03,Metropolitana,Presencial,Diurno,Contabilidad,2
EST003584,MET03,Metropolitana,Presencial,Vespertino,Logística,3
EST003585,MET03,Metropolitana,A distancia,Vespertino,Marketing Digital,3
EST003586,MET03,Metropolitana,Presencial,Diurno,Enfermería,2
EST003587,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,3
EST003588,MET03,Metropolitana,A distancia,Diurno,Logística,1
EST003589,MET03,Metropolitana,Presencial,Diurno,Informática,1
EST003590,MET03,Metropolitana,Presencial,Diurno,Logística,2
EST003591,MET03,Metropolitana,Presencial,Vespertino,Informática,1
EST003592,MET03,Metropolitana,Presencial,Vespertino,Electricidad,2
EST003593,MET03,Metropolitana,Presencial,Diurno,Electricidad,3
EST003594,MET03,Metropolitana,Presencial,Vespertino,Electricidad,2
EST003595,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,1
EST003596,MET03,Metropolitana,A distancia,Diurno,Electricidad,2
EST003597,MET03,Metropolitana,Presencial,Diurno,Administración,1
EST003598,MET03,Metropolitana,Presencial,Diurno,Marketing Digital,4
EST003599,MET03,Metropolitana,A distancia,Vespertino,Enfermería,2
EST003600,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,1
EST003601,MET03,Metropolitana,Presencial,Diurno,Logística,1
EST003602,MET03,Metropolitana,Presencial,Vespertino,Contabilidad,2
EST003603,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,1
EST003604,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,4
EST003605,MET03,Metropolitana,Presencial,Vespertino,Enfermería,3
EST003606,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,3
EST003607,MET03,Metropolitana,Presencial,Diurno,Enfermería,2
EST003608,MET03,Metropolitana,A distancia,Vespertino,Administración,2
EST003609,MET03,Metropolitana,A distancia,Diurno,Enfermería,4
EST003610,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,3
EST003611,MET03,Metropolitana,A distancia,Diurno,Administración,4
EST003612,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,4
EST003613,MET03,Metropolitana,Presencial,Vespertino,Enfermería,2
EST003614,MET03,Metropolitana,A distancia,Diurno,Enfermería,2
EST003615,MET03,Metropolitana,A distancia,Diurno,Electricidad,3
EST003616,MET03,Metropolitana,A distancia,Diurno,Gastronomía,2
EST003617,MET03,Metropolitana,Presencial,Diurno,Electricidad,3
EST003618,MET03,Metropolitana,A distancia,Diurno,Mecánica Automotriz,2
EST003619,MET03,Metropolitana,A distancia,Vespertino,Enfermería,3
EST003620,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,1
EST003621,MET03,Metropolitana,A distancia,Diurno,Gastronomía,1
EST003622,MET03,Metropolitana,Presencial,Diurno,Informática,1
EST003623,MET03,Metropolitana,Presencial,Diurno,Logística,2
EST003624,MET03,Metropolitana,Presencial,Vespertino,Logística,3
EST003625,MET03,Metropolitana,Presencial,Vespertino,Enfermería,3
EST003626,MET03,Metropolitana,Presencial,Diurno,Logística,1
EST003627,MET03,Metropolitana,Presencial,Diurno,Electricidad,2
EST003628,MET03,Metropolitana,Presencial,Diurno,Logística,3
EST003629,MET03,Metropolitana,Presencial,Diurno,Logística,3
EST003630,MET03,Metropolitana,A distancia,Vespertino,Logística,2
EST003631,MET03,Metropolitana,A distancia,Diurno,Informática,3
EST003632,MET03,Metropolitana,Presencial,Vespertino,Informática,2
EST003633,MET03,Metropolitana,Presencial,Vespertino,Enfermería,4
EST003634,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,2
EST003635,MET03,Metropolitana,A distancia,Vespertino,Contabilidad,2
EST003636,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,2
EST003637,MET03,Metropolitana,Presencial,Diurno,Marketing Digital,2
EST003638,MET03,Metropolitana,A distancia,Diurno,Marketing Digital,3
EST003639,MET03,Metropolitana,A distancia,Diurno,Contabilidad,4
EST003640,MET03,Metropolitana,A distancia,Diurno,Enfermería,3
EST003641,MET03,Metropolitana,A distancia,Vespertino,Diseño Gráfico,4
EST003642,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,3
EST003643,MET03,Metropolitana,Presencial,Vespertino,Enfermería,3
EST003644,MET03,Metropolitana,Presencial,Vespertino,Enfermería,4
EST003645,MET03,Metropolitana,Presencial,Diurno,Marketing Digital,2
EST003646,MET03,Metropolitana,Presencial,Diurno,Electricidad,3
EST003647,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,1
EST003648,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,2
EST003649,MET03,Metropolitana,A distancia,Vespertino,Electricidad,3
EST003650,MET03,Metropolitana,A distancia,Vespertino,Electricidad,2
EST003651,MET03,Metropolitana,A distancia,Diurno,Electricidad,2
EST003652,MET03,Metropolitana,Presencial,Diurno,Logística,3
EST003653,MET03,Metropolitana,Presencial,Vespertino,Administración,3
EST003654,MET03,Metropolitana,A distancia,Vespertino,Diseño Gráfico,4
EST003655,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,2
EST003656,MET03,Metropolitana,Presencial,Diurno,Electricidad,4
EST003657,MET03,Metropolitana,Presencial,Vespertino,Administración,4
EST003658,MET03,Metropolitana,Presencial,Vespertino,Informática,4
EST003659,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,1
EST003660,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,3
EST003661,MET03,Metropolitana,A distancia,Diurno,Logística,3
EST003662,MET03,Metropolitana,A distancia,Vespertino,Enfermería,2
EST003663,MET03,Metropolitana,Presencial,Vespertino,Informática,3
EST003664,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,1
EST003665,MET03,Metropolitana,Presencial,Vespertino,Enfermería,2
EST003666,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,4
EST003667,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,4
EST003668,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,3
EST003669,MET03,Metropolitana,Presencial,Diurno,Enfermería,4
EST003670,MET03,Metropolitana,Presencial,Diurno,Marketing Digital,1
EST003671,MET03,Metropolitana,Presencial,Diurno,Electricidad,4
EST003672,MET03,Metropolitana,Presencial,Vespertino,Contabilidad,2
EST003673,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,4
EST003674,MET03,Metropolitana,Presencial,Diurno,Enfermería,2
EST003675,MET03,Metropolitana,A distancia,Vespertino,Marketing Digital,3
EST003676,MET03,Metropolitana,Presencial,Diurno,Marketing Digital,1
EST003677,MET03,Metropolitana,A distancia,Vespertino,Marketing Digital,2
EST003678,MET03,Metropolitana,A distancia,Diurno,Logística,4
EST003679,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,2
EST003680,MET03,Metropolitana,Presencial,Diurno,Informática,1
EST003681,MET03,Metropolitana,A distancia,Diurno,Administración,3
EST003682,MET03,Metropolitana,Presencial,Diurno,Informática,1
EST003683,MET03,Metropolitana,A distancia,Diurno,Enfermería,4
EST003684,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,2
EST003685,MET03,Metropolitana,A distancia,Vespertino,Marketing Digital,1
EST003686,MET03,Metropolitana,Presencial,Diurno,Logística,4
EST003687,MET03,Metropolitana,Presencial,Diurno,Logística,4
EST003688,MET03,Metropolitana,Presencial,Diurno,Electricidad,3
EST003689,MET03,Metropolitana,A distancia,Vespertino,Electricidad,2
EST003690,MET03,Metropolitana,Presencial,Vespertino,Contabilidad,2
EST003691,MET03,Metropolitana,Presencial,Diurno,Informática,1
EST003692,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,3
EST003693,MET03,Metropolitana,Presencial,Vespertino,Administración,2
EST003694,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,2
EST003695,MET03,Metropolitana,A distancia,Diurno,Administración,1
EST003696,MET03,Metropolitana,A distancia,Vespertino,Contabilidad,1
EST003697,MET03,Metropolitana,Presencial,Vespertino,Informática,2
EST003698,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,2
EST003699,MET03,Metropolitana,A distancia,Vespertino,Informática,4
EST003700,MET03,Metropolitana,Presencial,Diurno,Administración,4
EST003701,MET03,Metropolitana,Presencial,Vespertino,Electricidad,2
EST003702,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,1
EST003703,MET03,Metropolitana,A distancia,Diurno,Informática,1
EST003704,MET03,Metropolitana,A distancia,Diurno,Logística,3
EST003705,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,4
EST003706,MET03,Metropolitana,Presencial,Diurno,Informática,4
EST003707,MET03,Metropolitana,Presencial,Vespertino,Enfermería,4
EST003708,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,2
EST003709,MET03,Metropolitana,Presencial,Vespertino,Administración,1
EST003710,MET03,Metropolitana,Presencial,Diurno,Enfermería,4
EST003711,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,3
EST003712,MET03,Metropolitana,Presencial,Diurno,Logística,4
EST003713,MET03,Metropolitana,A distancia,Diurno,Gastronomía,3
EST003714,MET03,Metropolitana,Presencial,Vespertino,Contabilidad,4
EST003715,MET03,Metropolitana,A distancia,Vespertino,Electricidad,2
EST003716,MET03,Metropolitana,A distancia,Diurno,Administración,4
EST003717,MET03,Metropolitana,Presencial,Diurno,Enfermería,3
EST003718,MET03,Metropolitana,Presencial,Diurno,Marketing Digital,1
EST003719,MET03,Metropolitana,Presencial,Vespertino,Logística,4
EST003720,MET03,Metropolitana,Presencial,Vespertino,Logística,3
EST003721,MET03,Metropolitana,Presencial,Diurno,Informática,4
EST003722,MET03,Metropolitana,Presencial,Diurno,Contabilidad,1
EST003723,MET03,Metropolitana,A distancia,Diurno,Diseño Gráfico,1
EST003724,MET03,Metropolitana,A distancia,Vespertino,Gastronomía,3
EST003725,MET03,Metropolitana,Presencial,Diurno,Logística,2
EST003726,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,2
EST003727,MET03,Metropolitana,A distancia,Vespertino,Gastronomía,1
EST003728,MET03,Metropolitana,Presencial,Diurno,Logística,3
EST003729,MET03,Metropolitana,Presencial,Vespertino,Enfermería,4
EST003730,MET03,Metropolitana,A distancia,Vespertino,Mecánica Automotriz,4
EST003731,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,2
EST003732,MET03,Metropolitana,Presencial,Vespertino,Informática,3
EST003733,MET03,Metropolitana,Presencial,Vespertino,Electricidad,3
EST003734,MET03,Metropolitana,Presencial,Diurno,Administración,2
EST003735,MET03,Metropolitana,Presencial,Vespertino,Administración,2
EST003736,MET03,Metropolitana,Presencial,Diurno,Electricidad,1
EST003737,MET03,Metropolitana,A distancia,Diurno,Marketing Digital,2
EST003738,MET03,Metropolitana,Presencial,Diurno,Logística,1
EST003739,MET03,Metropolitana,Presencial,Diurno,Electricidad,4
EST003740,MET03,Metropolitana,Presencial,Diurno,Enfermería,1
EST003741,MET03,Metropolitana,A distancia,Diurno,Diseño Gráfico,2
EST003742,MET03,Metropolitana,A distancia,Diurno,Enfermería,4
EST003743,MET03,Metropolitana,Presencial,Vespertino,Informática,4
EST003744,MET03,Metropolitana,A distancia,Diurno,Informática,3
EST003745,MET03,Metropolitana,A distancia,Diurno,Electricidad,4
EST003746,MET03,Metropolitana,Presencial,Diurno,Logística,3
EST003747,MET03,Metropolitana,A distancia,Vespertino,Logística,1
EST003748,MET03,Metropolitana,Presencial,Diurno,Administración,4
EST003749,MET03,Metropolitana,Presencial,Diurno,Contabilidad,2
EST003750,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,3
EST003751,MET03,Metropolitana,A distancia,Diurno,Contabilidad,1
EST003752,MET03,Metropolitana,Presencial,Vespertino,Contabilidad,3
EST003753,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,3
EST003754,MET03,Metropolitana,Presencial,Diurno,Logística,4
EST003755,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,4
EST003756,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,4
EST003757,MET03,Metropolitana,A distancia,Diurno,Electricidad,1
EST003758,MET03,Metropolitana,Presencial,Vespertino,Enfermería,2
EST003759,MET03,Metropolitana,Presencial,Vespertino,Enfermería,2
EST003760,MET03,Metropolitana,A distancia,Vespertino,Administración,2
EST003761,MET03,Metropolitana,Presencial,Diurno,Logística,3
EST003762,MET03,Metropolitana,Presencial,Diurno,Administración,1
EST003763,MET03,Metropolitana,Presencial,Diurno,Informática,3
EST003764,MET03,Metropolitana,A distancia,Diurno,Mecánica Automotriz,4
EST003765,MET03,Metropolitana,Presencial,Diurno,Marketing Digital,2
EST003766,MET03,Metropolitana,A distancia,Diurno,Enfermería,4
EST003767,MET03,Metropolitana,Presencial,Diurno,Administración,2
EST003768,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,3
EST003769,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,2
EST003770,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,2
EST003771,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,4
EST003772,MET03,Metropolitana,Presencial,Vespertino,Electricidad,3
EST003773,MET03,Metropolitana,A distancia,Vespertino,Enfermería,4
EST003774,MET03,Metropolitana,Presencial,Vespertino,Logística,1
EST003775,MET03,Metropolitana,A distancia,Diurno,Administración,2
EST003776,MET03,Metropolitana,Presencial,Diurno,Gastronomía,4
EST003777,MET03,Metropolitana,Presencial,Vespertino,Administración,2
EST003778,MET03,Metropolitana,A distancia,Diurno,Diseño Gráfico,1
EST003779,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,1
EST003780,MET03,Metropolitana,Presencial,Vespertino,Logística,1
EST003781,MET03,Metropolitana,Presencial,Vespertino,Informática,2
EST003782,MET03,Metropolitana,A distancia,Vespertino,Mecánica Automotriz,3
EST003783,MET03,Metropolitana,A distancia,Diurno,Informática,1
EST003784,MET03,Metropolitana,A distancia,Diurno,Gastronomía,4
EST003785,MET03,Metropolitana,Presencial,Vespertino,Electricidad,3
EST003786,MET03,Metropolitana,Presencial,Diurno,Marketing Digital,2
EST003787,MET03,Metropolitana,Presencial,Diurno,Administración,4
EST003788,MET03,Metropolitana,A distancia,Vespertino,Mecánica Automotriz,2
EST003789,MET03,Metropolitana,Presencial,Vespertino,Informática,2
EST003790,MET03,Metropolitana,A distancia,Diurno,Gastronomía,3
EST003791,MET03,Metropolitana,Presencial,Vespertino,Diseño Gráfico,4
EST003792,MET03,Metropolitana,A distancia,Vespertino,Contabilidad,2
EST003793,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,1
EST003794,MET03,Metropolitana,Presencial,Diurno,Enfermería,1
EST003795,MET03,Metropolitana,A distancia,Vespertino,Gastronomía,3
EST003796,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,1
EST003797,MET03,Metropolitana,A distancia,Vespertino,Gastronomía,3
EST003798,MET03,Metropolitana,Presencial,Diurno,Informática,4
EST003799,MET03,Metropolitana,Presencial,Diurno,Logística,2
EST003800,MET03,Metropolitana,A distancia,Diurno,Diseño Gráfico,3
EST003801,MET03,Metropolitana,A distancia,Vespertino,Electricidad,4
EST003802,MET03,Metropolitana,Presencial,Vespertino,Logística,3
EST003803,MET03,Metropolitana,Presencial,Diurno,Logística,4
EST003804,MET03,Metropolitana,Presencial,Vespertino,Informática,2
EST003805,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,4
EST003806,MET03,Metropolitana,Presencial,Diurno,Administración,1
EST003807,MET03,Metropolitana,A distancia,Vespertino,Contabilidad,1
EST003808,MET03,Metropolitana,A distancia,Vespertino,Administración,1
EST003809,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,1
EST003810,MET03,Metropolitana,A distancia,Vespertino,Diseño Gráfico,2
EST003811,MET03,Metropolitana,Presencial,Vespertino,Electricidad,2
EST003812,MET03,Metropolitana,A distancia,Vespertino,Gastronomía,1
EST003813,MET03,Metropolitana,Presencial,Diurno,Electricidad,1
EST003814,MET03,Metropolitana,Presencial,Vespertino,Contabilidad,4
EST003815,MET03,Metropolitana,A distancia,Vespertino,Mecánica Automotriz,3
EST003816,MET03,Metropolitana,Presencial,Diurno,Administración,3
EST003817,MET03,Metropolitana,Presencial,Vespertino,Administración,4
EST003818,MET03,Metropolitana,A distancia,Diurno,Marketing Digital,1
EST003819,MET03,Metropolitana,Presencial,Vespertino,Electricidad,2
EST003820,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,3
EST003821,MET03,Metropolitana,Presencial,Diurno,Informática,4
EST003822,MET03,Metropolitana,A distancia,Diurno,Informática,4
EST003823,MET03,Metropolitana,Presencial,Diurno,Informática,4
EST003824,MET03,Metropolitana,A distancia,Vespertino,Gastronomía,4
EST003825,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,1
EST003826,MET03,Metropolitana,A distancia,Diurno,Contabilidad,4
EST003827,MET03,Metropolitana,Presencial,Vespertino,Informática,4
EST003828,MET03,Metropolitana,A distancia,Diurno,Gastronomía,4
EST003829,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,4
EST003830,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,2
EST003831,MET03,Metropolitana,A distancia,Diurno,Administración,4
EST003832,MET03,Metropolitana,A distancia,Vespertino,Logística,4
EST003833,MET03,Metropolitana,A distancia,Diurno,Electricidad,2
EST003834,MET03,Metropolitana,A distancia,Vespertino,Contabilidad,3
EST003835,MET03,Metropolitana,Presencial,Diurno,Administración,1
EST003836,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,2
EST003837,MET03,Metropolitana,A distancia,Vespertino,Diseño Gráfico,1
EST003838,MET03,Metropolitana,Presencial,Vespertino,Contabilidad,1
EST003839,MET03,Metropolitana,A distancia,Diurno,Administración,4
EST003840,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,1
EST003841,MET03,Metropolitana,Presencial,Vespertino,Administración,4
EST003842,MET03,Metropolitana,Presencial,Vespertino,Enfermería,4
EST003843,MET03,Metropolitana,Presencial,Vespertino,Marketing Digital,4
EST003844,MET03,Metropolitana,Presencial,Diurno,Mecánica Automotriz,3
EST003845,MET03,Metropolitana,A distancia,Vespertino,Marketing Digital,4
EST003846,MET03,Metropolitana,A distancia,Diurno,Informática,4
EST003847,MET03,Metropolitana,A distancia,Diurno,Diseño Gráfico,3
EST003848,MET03,Metropolitana,Presencial,Vespertino,Mecánica Automotriz,1
EST003849,MET03,Metropolitana,Presencial,Vespertino,Electricidad,2
EST003850,MET03,Metropolitana,A distancia,Vespertino,Logística,4
EST003851,MET03,Metropolitana,Presencial,Diurno,Administración,3
EST003852,MET03,Metropolitana,Presencial,Vespertino,Gastronomía,3
EST003853,MET03,Metropolitana,Presencial,Vespertino,Electricidad,4
EST003854,MET03,Metropolitana,Presencial,Vespertino,Logística,1
EST003855,MET03,Metropolitana,A distancia,Vespertino,Mecánica Automotriz,1
EST003856,MET03,Metropolitana,A distancia,Diurno,Contabilidad,4
EST003857,MET03,Metropolitana,Presencial,Vespertino,Logística,3
EST003858,MET03,Metropolitana,A distancia,Diurno,Gastronomía,1
EST003859,MET03,Metropolitana,A distancia,Diurno,Administración,2
EST003860,MET03,Metropolitana,Presencial,Diurno,Diseño Gráfico,4
EST003861,MET03,Metropolitana,Presencial,Vespertino,Enfermería,1
EST003862,MET03,Metropolitana,Presencial,Vespertino,Contabilidad,1
EST003863,MET03,Metropolitana,A distancia,Diurno,Diseño Gráfico,4
EST003864,MET03,Metropolitana,Presencial,Diurno,Administración,1
EST003865,MET03,Metropolitana,A distancia,Diurno,Marketing Digital,4
EST003866,MET03,Metropolitana,A distancia,Diurno,Administración,1
EST003867,MET03,Metropolitana,Presencial,Vespertino,Informática,1
EST003868,MET03,Metropolitana,Presencial,Vespertino,Electricidad,1
EST003869,MET03,Metropolitana,A distancia,Diurno,Diseño Gráfico,2
EST003870,MET03,Metropolitana,Presencial,Vespertino,Informática,2
