id_viaje,fecha,origen,destino,tipo_bus,pasajeros,precio_clp,duracion_horas
VJ-02097,2024-03-28,Santiago,Temuco,Semi-cama,31,13400.0,10.6
VJ-02098,2024-03-28,Temuco,Concepción,Económico,35,8600.0,5.0
VJ-02099,2024-03-28,Santiago,Temuco,Cama,39,16200.0,6.2
VJ-02100,2024-03-28,Valparaíso,Concepción,Cama,30,17500.0,2.9
VJ-02101,2024-03-28,Valparaíso,Antofagasta,Cama,36,22300.0,4.7
VJ-02102,2024-03-28,Temuco,Iquique,Económico,36,10000.0,4.3
VJ-02103,2024-03-28,Temuco,Concepción,Cama,24,14700.0,3.6
VJ-02104,2024-03-28,Valparaíso,La Serena,Semi-cama,32,16100.0,2.8
VJ-02105,2024-03-28,Santiago,Antofagasta,Económico,28,6300.0,
VJ-02106,2024-03-28,Valparaíso,La Serena,Cama Premium,39,32700.0,14.0
VJ-02107,2024-03-28,Puerto Montt,La Serena,Cama,29,19000.0,8.5
VJ-02108,2024-03-28,Santiago,La Serena,Semi-cama,31,15400.0,
VJ-02109,2024-03-28,Concepción,Temuco,Semi-cama,35,14100.0,12.6
VJ-02110,2024-03-28,Temuco,Antofagasta,Cama Premium,33,18200.0,6.1
VJ-02111,2024-03-28,La Serena,Santiago,Cama,32,13700.0,3.6
VJ-02112,2024-03-28,Concepción,Valparaíso,Económico,22,7700.0,14.0
VJ-02113,2024-03-29,Temuco,Santiago,Semi-cama,31,,3.3
VJ-02114,2024-03-29,Temuco,Antofagasta,Semi-cama,28,10400.0,8.1
VJ-02115,2024-03-29,Antofagasta,Temuco,Cama,33,23400.0,2.9
VJ-02116,2024-03-29,Valparaíso,Antofagasta,Semi-cama,37,11900.0,3.6
VJ-02117,2024-03-29,Puerto Montt,Santiago,Económico,45,9200.0,7.2
VJ-02118,2024-03-29,Concepción,La Serena,Semi-cama,26,15400.0,4.1
VJ-02119,2024-03-29,La Serena,Concepción,Semi-cama,27,14600.0,7.6
VJ-02120,2024-03-29,Iquique,Concepción,Cama Premium,35,26800.0,4.0
VJ-02121,2024-03-29,Puerto Montt,La Serena,Semi-cama,45,12100.0,3.7
VJ-02122,2024-03-29,Concepción,Santiago,Cama,24,23000.0,2.3
VJ-02123,2024-03-29,Antofagasta,Iquique,Semi-cama,42,11000.0,4.8
VJ-02124,2024-03-29,Concepción,Iquique,Cama,42,18300.0,3.5
VJ-02125,2024-03-29,Antofagasta,Temuco,Económico,42,8200.0,5.8
VJ-02126,2024-03-29,Santiago,Antofagasta,Cama Premium,31,26800.0,3.8
VJ-02127,2024-03-29,La Serena,Valparaíso,Cama,34,14000.0,4.5
VJ-02128,2024-03-29,Concepción,Puerto Montt,Semi-cama,26,13700.0,3.2
VJ-02129,2024-03-29,La Serena,Valparaíso,Cama,44,21600.0,14.0
VJ-02130,2024-03-29,Iquique,Santiago,Económico,32,8600.0,14.0
VJ-02131,2024-03-29,Santiago,La Serena,Cama,39,22200.0,7.8
VJ-02132,2024-03-29,Santiago,Iquique,Semi-cama,30,13800.0,3.0
VJ-02133,2024-03-29,Temuco,La Serena,Cama Premium,33,,6.3
VJ-02134,2024-03-29,Santiago,Antofagasta,Semi-cama,32,11300.0,4.7
VJ-02135,2024-03-29,Iquique,La Serena,Semi-cama,36,8600.0,13.1
VJ-02136,2024-03-29,Santiago,Concepción,Económico,34,7700.0,9.3
VJ-02137,2024-03-30,Puerto Montt,Antofagasta,Semi-cama,29,14800.0,3.4
VJ-02138,2024-03-30,Santiago,Valparaíso,Cama,33,24500.0,14.0
VJ-02139,2024-03-30,Santiago,Antofagasta,Cama,38,18300.0,14.0
VJ-02140,2024-03-30,Valparaíso,Antofagasta,Cama Premium,36,29100.0,6.4
VJ-02141,2024-03-30,Puerto Montt,Iquique,Semi-cama,19,10700.0,2.6
VJ-02142,2024-03-30,Valparaíso,Temuco,Semi-cama,31,13600.0,4.5
VJ-02143,2024-03-30,Santiago,Puerto Montt,Semi-cama,29,13500.0,10.4
VJ-02144,2024-03-30,Santiago,La Serena,Económico,25,8000.0,6.2
VJ-02145,2024-03-30,La Serena,Puerto Montt,Económico,35,8400.0,7.9
VJ-02146,2024-03-30,Temuco,Puerto Montt,Semi-cama,32,14300.0,13.2
VJ-02147,2024-03-30,Santiago,Antofagasta,Semi-cama,33,14600.0,3.9
VJ-02148,2024-03-30,Valparaíso,Iquique,Cama,32,18900.0,6.7
VJ-02149,2024-03-30,Santiago,Antofagasta,Económico,32,7900.0,7.6
VJ-02150,2024-03-30,Antofagasta,Temuco,Semi-cama,31,13900.0,11.8
VJ-02151,2024-03-30,Concepción,Santiago,Semi-cama,37,14800.0,5.7
VJ-02152,2024-03-30,Antofagasta,La Serena,Cama Premium,29,25000.0,8.1
VJ-02153,2024-03-30,La Serena,Antofagasta,Cama,38,13200.0,2.9
VJ-02154,2024-03-30,Santiago,Iquique,Cama,34,17100.0,5.8
VJ-02155,2024-03-30,Concepción,Antofagasta,Cama,40,21200.0,9.4
VJ-02156,2024-03-30,Santiago,Temuco,Cama,29,13800.0,11.4
VJ-02157,2024-03-30,Valparaíso,La Serena,Cama Premium,30,25100.0,5.0
VJ-02158,2024-03-30,Santiago,Temuco,Cama,38,18800.0,13.4
VJ-02159,2024-03-30,Santiago,La Serena,Semi-cama,43,11700.0,4.7
VJ-02160,2024-03-30,Concepción,Temuco,Cama,36,18900.0,3.9
VJ-02161,2024-03-31,Valparaíso,Iquique,Semi-cama,28,13400.0,13.7
VJ-02162,2024-03-31,Valparaíso,Iquique,Económico,40,8400.0,7.0
VJ-02163,2024-03-31,Concepción,Valparaíso,Económico,22,6800.0,12.8
VJ-02164,2024-03-31,Puerto Montt,La Serena,Cama,24,18300.0,3.6
VJ-02165,2024-03-31,Santiago,Iquique,Semi-cama,34,12000.0,1.6
VJ-02166,2024-03-31,La Serena,Valparaíso,Cama,35,22300.0,14.0
VJ-02167,2024-03-31,Santiago,Temuco,Cama,40,19700.0,7.0
VJ-02168,2024-03-31,Valparaíso,Iquique,Semi-cama,24,8500.0,2.5
VJ-02169,2024-03-31,Concepción,Valparaíso,Económico,40,7300.0,5.5
VJ-02170,2024-03-31,Valparaíso,Santiago,Cama,23,19200.0,3.4
VJ-02171,2024-03-31,Concepción,La Serena,Semi-cama,31,13300.0,4.7
VJ-02172,2024-03-31,Santiago,Concepción,Semi-cama,34,15500.0,11.3
VJ-02173,2024-03-31,Antofagasta,Santiago,Cama,28,24600.0,4.0
VJ-02174,2024-03-31,La Serena,Santiago,Cama Premium,30,27800.0,9.6
VJ-02175,2024-03-31,La Serena,Iquique,Semi-cama,30,11900.0,11.9
VJ-02176,2024-03-31,Temuco,La Serena,Cama,28,17100.0,11.6
VJ-02177,2024-03-31,Valparaíso,Puerto Montt,Cama Premium,33,23700.0,6.3
VJ-02178,2024-03-31,Santiago,Concepción,Semi-cama,32,14100.0,11.0
VJ-02179,2024-03-31,Santiago,Concepción,Económico,30,8200.0,10.8
VJ-02180,2024-03-31,Concepción,Iquique,Semi-cama,38,16900.0,3.0
VJ-02181,2024-03-31,Santiago,Concepción,Cama,28,17300.0,
VJ-02182,2024-03-31,Santiago,Valparaíso,Cama,29,,11.5
VJ-02183,2024-03-31,Santiago,Valparaíso,Cama,22,22700.0,
VJ-02184,2024-03-31,Valparaíso,Puerto Montt,Semi-cama,35,15400.0,5.9
VJ-02185,2024-04-01,Santiago,Puerto Montt,Económico,35,9000.0,9.9
VJ-02186,2024-04-01,Iquique,Antofagasta,Cama,34,20600.0,10.7
VJ-02187,2024-04-01,Santiago,Valparaíso,Económico,37,8400.0,8.3
VJ-02188,2024-04-01,Concepción,Valparaíso,Semi-cama,24,14300.0,5.9
VJ-02189,2024-04-01,Antofagasta,Temuco,Cama,25,14600.0,5.6
VJ-02190,2024-04-01,Valparaíso,Temuco,Cama Premium,30,30300.0,
VJ-02191,2024-04-01,Valparaíso,Iquique,Cama Premium,27,28700.0,6.0
VJ-02192,2024-04-01,Puerto Montt,Iquique,Semi-cama,29,14400.0,3.7
VJ-02193,2024-04-01,Valparaíso,Santiago,Cama,24,20200.0,6.6
VJ-02194,2024-04-01,Concepción,Iquique,Económico,29,8700.0,7.4
VJ-02195,2024-04-01,Iquique,Temuco,Semi-cama,40,13800.0,7.3
VJ-02196,2024-04-01,Puerto Montt,Antofagasta,Cama Premium,32,33600.0,5.7
VJ-02197,2024-04-01,Valparaíso,Temuco,Semi-cama,25,18400.0,3.9
VJ-02198,2024-04-01,Santiago,Antofagasta,Semi-cama,32,12600.0,5.5
VJ-02199,2024-04-01,Valparaíso,Antofagasta,Económico,25,10300.0,4.5
VJ-02200,2024-04-01,Iquique,Concepción,Económico,32,8700.0,3.0
VJ-02201,2024-04-01,Temuco,Puerto Montt,Cama Premium,38,21200.0,7.8
VJ-02202,2024-04-01,Temuco,Concepción,Cama,27,25600.0,10.7
VJ-02203,2024-04-01,Valparaíso,Temuco,Cama Premium,32,,6.5
VJ-02204,2024-04-01,Concepción,La Serena,Cama Premium,34,25100.0,6.3
VJ-02205,2024-04-01,Puerto Montt,Santiago,Económico,44,7600.0,4.2
VJ-02206,2024-04-01,Iquique,Antofagasta,Semi-cama,43,13700.0,3.9
VJ-02207,2024-04-01,La Serena,Concepción,Económico,31,8500.0,10.3
VJ-02208,2024-04-01,Santiago,Puerto Montt,Cama Premium,36,22900.0,5.4
VJ-02209,2024-04-02,Santiago,Puerto Montt,Semi-cama,34,11700.0,10.0
VJ-02210,2024-04-02,Valparaíso,La Serena,Cama Premium,37,28100.0,4.5
VJ-02211,2024-04-02,La Serena,Santiago,Cama,20,16300.0,6.8
VJ-02212,2024-04-02,Iquique,Antofagasta,Cama,34,22400.0,7.1
VJ-02213,2024-04-02,Temuco,Santiago,Semi-cama,38,9900.0,8.5
VJ-02214,2024-04-02,Santiago,Valparaíso,Semi-cama,34,14700.0,8.9
VJ-02215,2024-04-02,Concepción,Santiago,Económico,34,6800.0,4.2
VJ-02216,2024-04-02,Valparaíso,La Serena,Semi-cama,31,15500.0,6.6
VJ-02217,2024-04-02,La Serena,Temuco,Semi-cama,30,12500.0,5.7
VJ-02218,2024-04-02,Concepción,Santiago,Económico,38,8300.0,
VJ-02219,2024-04-02,Valparaíso,Puerto Montt,Económico,38,10000.0,4.9
VJ-02220,2024-04-02,Valparaíso,Santiago,Cama Premium,40,30700.0,8.7
VJ-02221,2024-04-02,Temuco,Concepción,Cama,37,21300.0,9.8
VJ-02222,2024-04-02,Valparaíso,Puerto Montt,Semi-cama,20,13600.0,2.6
VJ-02223,2024-04-02,Santiago,Temuco,Semi-cama,29,14200.0,11.7
VJ-02224,2024-04-02,Valparaíso,Antofagasta,Semi-cama,39,,7.1
VJ-02225,2024-04-02,Valparaíso,Santiago,Económico,34,8100.0,11.7
VJ-02226,2024-04-02,Concepción,Antofagasta,Semi-cama,31,13200.0,5.5
VJ-02227,2024-04-02,Valparaíso,Santiago,Semi-cama,21,15500.0,2.7
VJ-02228,2024-04-02,Concepción,Puerto Montt,Económico,36,9300.0,8.6
VJ-02229,2024-04-02,La Serena,Concepción,Cama Premium,28,29600.0,3.1
VJ-02230,2024-04-02,Temuco,Antofagasta,Cama,30,19000.0,2.0
VJ-02231,2024-04-02,Valparaíso,Temuco,Semi-cama,40,14700.0,3.5
VJ-02232,2024-04-02,La Serena,Valparaíso,Semi-cama,39,11700.0,2.8
VJ-02233,2024-04-03,Antofagasta,Temuco,Semi-cama,25,13700.0,5.7
VJ-02234,2024-04-03,Santiago,Puerto Montt,Cama,24,21200.0,3.9
VJ-02235,2024-04-03,Iquique,La Serena,Cama,22,20000.0,3.2
VJ-02236,2024-04-03,Temuco,Valparaíso,Cama,29,21000.0,
VJ-02237,2024-04-03,Antofagasta,Concepción,Semi-cama,23,10900.0,6.4
VJ-02238,2024-04-03,Temuco,Antofagasta,Cama Premium,45,28000.0,7.2
VJ-02239,2024-04-03,Santiago,Concepción,Cama Premium,37,28700.0,6.2
VJ-02240,2024-04-03,Santiago,Antofagasta,Cama Premium,24,27200.0,6.5
VJ-02241,2024-04-03,Iquique,Santiago,Cama Premium,31,28100.0,8.2
VJ-02242,2024-04-03,Concepción,La Serena,Semi-cama,33,11700.0,4.0
VJ-02243,2024-04-03,Temuco,Antofagasta,Semi-cama,37,17300.0,4.0
VJ-02244,2024-04-03,Valparaíso,La Serena,Cama Premium,20,27100.0,9.9
VJ-02245,2024-04-03,Concepción,Iquique,Semi-cama,42,14700.0,9.0
VJ-02246,2024-04-03,Valparaíso,La Serena,Cama,33,21800.0,3.1
VJ-02247,2024-04-03,Antofagasta,La Serena,Cama Premium,22,16200.0,5.8
VJ-02248,2024-04-03,Antofagasta,Puerto Montt,Cama Premium,28,19800.0,3.0
VJ-02249,2024-04-03,Santiago,Iquique,Cama Premium,33,28700.0,7.8
VJ-02250,2024-04-03,Antofagasta,Temuco,Semi-cama,27,13300.0,9.4
VJ-02251,2024-04-03,Temuco,La Serena,Cama Premium,22,28300.0,2.1
VJ-02252,2024-04-03,Iquique,La Serena,Semi-cama,29,,14.0
VJ-02253,2024-04-03,Valparaíso,La Serena,Cama Premium,31,25700.0,6.7
VJ-02254,2024-04-03,Santiago,Concepción,Semi-cama,28,14500.0,4.4
VJ-02255,2024-04-03,Iquique,Puerto Montt,Cama,31,14600.0,4.2
VJ-02256,2024-04-03,Temuco,Antofagasta,Cama,21,17500.0,11.5
VJ-02257,2024-04-04,La Serena,Temuco,Cama Premium,30,24600.0,5.0
VJ-02258,2024-04-04,Iquique,Temuco,Económico,32,8800.0,
VJ-02259,2024-04-04,Valparaíso,Concepción,Cama Premium,33,26500.0,7.0
VJ-02260,2024-04-04,Iquique,Puerto Montt,Económico,26,9400.0,2.7
VJ-02261,2024-04-04,Valparaíso,Santiago,Económico,33,6100.0,3.8
VJ-02262,2024-04-04,Antofagasta,Valparaíso,Cama,39,21300.0,3.6
VJ-02263,2024-04-04,Temuco,La Serena,Semi-cama,23,14200.0,6.8
VJ-02264,2024-04-04,Valparaíso,La Serena,Económico,33,7600.0,1.5
VJ-02265,2024-04-04,Puerto Montt,Concepción,Semi-cama,43,11300.0,9.9
VJ-02266,2024-04-04,Puerto Montt,La Serena,Semi-cama,30,10200.0,3.3
VJ-02267,2024-04-04,Temuco,Antofagasta,Cama,27,18700.0,2.9
VJ-02268,2024-04-04,La Serena,Iquique,Cama,21,12600.0,7.7
VJ-02269,2024-04-04,Valparaíso,Concepción,Cama,34,20500.0,14.0
VJ-02270,2024-04-04,Iquique,La Serena,Semi-cama,37,13300.0,3.8
VJ-02271,2024-04-04,Concepción,Valparaíso,Cama,37,20700.0,9.8
VJ-02272,2024-04-04,Antofagasta,La Serena,Económico,38,8900.0,5.0
VJ-02273,2024-04-04,Valparaíso,La Serena,Semi-cama,35,12800.0,10.5
VJ-02274,2024-04-04,Puerto Montt,Santiago,Cama Premium,29,32300.0,2.3
VJ-02275,2024-04-04,Concepción,Valparaíso,Cama,27,26600.0,4.0
VJ-02276,2024-04-04,Santiago,Antofagasta,Cama,39,17600.0,5.2
VJ-02277,2024-04-04,Concepción,La Serena,Semi-cama,35,12800.0,4.0
VJ-02278,2024-04-04,Antofagasta,Iquique,Económico,40,6900.0,4.4
VJ-02279,2024-04-04,Santiago,Concepción,Cama Premium,35,28300.0,6.1
VJ-02280,2024-04-04,Concepción,La Serena,Cama Premium,45,24200.0,5.5
VJ-02281,2024-04-05,Temuco,Antofagasta,Económico,44,,4.1
VJ-02282,2024-04-05,Santiago,Concepción,Semi-cama,33,14600.0,3.9
VJ-02283,2024-04-05,Santiago,Valparaíso,Cama Premium,33,28600.0,4.2
VJ-02284,2024-04-05,Santiago,Concepción,Semi-cama,34,16300.0,14.0
VJ-02285,2024-04-05,Concepción,Valparaíso,Semi-cama,30,16400.0,
VJ-02286,2024-04-05,Antofagasta,Santiago,Cama Premium,31,20800.0,5.9
VJ-02287,2024-04-05,Temuco,Antofagasta,Semi-cama,37,15100.0,2.9
VJ-02288,2024-04-05,Santiago,Antofagasta,Económico,36,8900.0,10.3
VJ-02289,2024-04-05,Temuco,Puerto Montt,Económico,26,10300.0,3.6
VJ-02290,2024-04-05,Santiago,Temuco,Económico,39,8500.0,6.7
VJ-02291,2024-04-05,Iquique,Antofagasta,Cama,31,17500.0,7.7
VJ-02292,2024-04-05,Iquique,Temuco,Semi-cama,38,11600.0,12.8
VJ-02293,2024-04-05,Santiago,Iquique,Semi-cama,32,14800.0,6.1
VJ-02294,2024-04-05,Puerto Montt,Iquique,Económico,36,,2.4
VJ-02295,2024-04-05,Concepción,Iquique,Cama,25,20200.0,10.7
VJ-02296,2024-04-05,Antofagasta,Puerto Montt,Cama,28,18900.0,8.3
VJ-02297,2024-04-05,Antofagasta,Valparaíso,Cama,29,21100.0,12.6
VJ-02298,2024-04-05,Santiago,Antofagasta,Cama Premium,35,20900.0,7.2
VJ-02299,2024-04-05,Valparaíso,Santiago,Cama Premium,38,28000.0,5.1
VJ-02300,2024-04-05,Valparaíso,Concepción,Económico,35,10200.0,14.0
VJ-02301,2024-04-05,La Serena,Temuco,Cama Premium,26,31900.0,7.3
VJ-02302,2024-04-05,Temuco,Santiago,Semi-cama,32,11200.0,12.4
VJ-02303,2024-04-05,Santiago,La Serena,Económico,42,8400.0,10.7
VJ-02304,2024-04-05,Concepción,Temuco,Cama Premium,35,25000.0,3.5
VJ-02305,2024-04-06,Iquique,Concepción,Cama,40,19100.0,5.8
VJ-02306,2024-04-06,Valparaíso,Puerto Montt,Semi-cama,41,14900.0,6.3
VJ-02307,2024-04-06,La Serena,Santiago,Semi-cama,27,15300.0,5.1
VJ-02308,2024-04-06,Concepción,La Serena,Cama,38,19300.0,14.0
VJ-02309,2024-04-06,La Serena,Puerto Montt,Cama,42,19500.0,10.1
VJ-02310,2024-04-06,Santiago,Iquique,Cama Premium,35,29700.0,9.5
VJ-02311,2024-04-06,Temuco,Valparaíso,Económico,40,9400.0,9.3
VJ-02312,2024-04-06,Concepción,Valparaíso,Semi-cama,34,12000.0,4.8
VJ-02313,2024-04-06,Santiago,Iquique,Económico,36,8800.0,7.3
VJ-02314,2024-04-06,Puerto Montt,Concepción,Semi-cama,39,,8.6
VJ-02315,2024-04-06,Valparaíso,Concepción,Cama,31,20700.0,4.3
VJ-02316,2024-04-06,Valparaíso,Concepción,Económico,30,11300.0,10.2
VJ-02317,2024-04-06,Concepción,Temuco,Semi-cama,32,11700.0,5.3
VJ-02318,2024-04-06,Puerto Montt,Valparaíso,Cama,36,14700.0,3.7
VJ-02319,2024-04-06,Concepción,Valparaíso,Semi-cama,35,16500.0,9.2
VJ-02320,2024-04-06,Concepción,Santiago,Cama,29,,
VJ-02321,2024-04-06,Santiago,Temuco,Cama,21,21000.0,7.7
VJ-02322,2024-04-06,Santiago,Valparaíso,Cama,31,19600.0,2.5
VJ-02323,2024-04-06,Antofagasta,Iquique,Económico,25,8900.0,13.7
VJ-02324,2024-04-06,Santiago,Concepción,Económico,33,7900.0,9.1
VJ-02325,2024-04-06,Valparaíso,Antofagasta,Semi-cama,34,14600.0,7.9
VJ-02326,2024-04-06,Puerto Montt,Iquique,Semi-cama,35,15900.0,14.0
VJ-02327,2024-04-06,Puerto Montt,Iquique,Semi-cama,33,16700.0,5.9
VJ-02328,2024-04-06,Antofagasta,Puerto Montt,Económico,23,9000.0,14.0
VJ-02329,2024-04-07,Santiago,Antofagasta,Económico,24,7200.0,6.7
VJ-02330,2024-04-07,La Serena,Puerto Montt,Semi-cama,35,14700.0,14.0
VJ-02331,2024-04-07,Santiago,La Serena,Semi-cama,29,12700.0,9.7
VJ-02332,2024-04-07,Concepción,Valparaíso,Cama Premium,34,27400.0,14.0
VJ-02333,2024-04-07,Santiago,Puerto Montt,Cama Premium,33,26600.0,
VJ-02334,2024-04-07,Concepción,Temuco,Semi-cama,37,13600.0,4.4
VJ-02335,2024-04-07,Puerto Montt,Valparaíso,Cama Premium,45,25100.0,1.9
VJ-02336,2024-04-07,Antofagasta,Puerto Montt,Cama Premium,35,35700.0,3.3
VJ-02337,2024-04-07,Valparaíso,La Serena,Económico,27,7600.0,7.9
VJ-02338,2024-04-07,Valparaíso,Temuco,Cama Premium,33,25200.0,3.4
VJ-02339,2024-04-07,Antofagasta,Santiago,Económico,42,8200.0,2.2
VJ-02340,2024-04-07,Concepción,Antofagasta,Económico,20,5500.0,2.4
VJ-02341,2024-04-07,Santiago,Concepción,Cama,36,13900.0,6.2
VJ-02342,2024-04-07,Santiago,Iquique,Cama Premium,40,35400.0,9.0
VJ-02343,2024-04-07,Concepción,Antofagasta,Económico,32,6500.0,5.2
VJ-02344,2024-04-07,Valparaíso,Temuco,Económico,30,6900.0,1.4
VJ-02345,2024-04-07,Antofagasta,Iquique,Semi-cama,24,15300.0,4.0
VJ-02346,2024-04-07,Santiago,Antofagasta,Semi-cama,33,17100.0,4.6
VJ-02347,2024-04-07,Santiago,La Serena,Cama Premium,34,25300.0,3.3
VJ-02348,2024-04-07,Valparaíso,Concepción,Semi-cama,23,12800.0,5.6
VJ-02349,2024-04-07,Puerto Montt,Temuco,Cama,40,20200.0,
VJ-02350,2024-04-07,Santiago,Valparaíso,Cama,34,16400.0,8.5
VJ-02351,2024-04-07,Antofagasta,Puerto Montt,Cama,17,16800.0,5.4
VJ-02352,2024-04-07,Santiago,Puerto Montt,Cama,30,23600.0,5.9
VJ-02353,2024-04-08,Santiago,Concepción,Económico,36,8300.0,14.0
VJ-02354,2024-04-08,Santiago,Concepción,Cama,35,17000.0,5.7
VJ-02355,2024-04-08,Temuco,Santiago,Semi-cama,34,11300.0,3.5
VJ-02356,2024-04-08,La Serena,Temuco,Semi-cama,35,14300.0,6.0
VJ-02357,2024-04-08,Santiago,Puerto Montt,Económico,32,8900.0,5.4
VJ-02358,2024-04-08,Concepción,La Serena,Cama,22,27000.0,
VJ-02359,2024-04-08,La Serena,Concepción,Cama,32,18800.0,3.2
VJ-02360,2024-04-08,La Serena,Puerto Montt,Económico,27,7500.0,10.0
VJ-02361,2024-04-08,Valparaíso,Santiago,Semi-cama,28,11700.0,6.3
VJ-02362,2024-04-08,Concepción,La Serena,Semi-cama,32,14600.0,3.3
VJ-02363,2024-04-08,Valparaíso,Santiago,Cama Premium,33,26200.0,4.4
VJ-02364,2024-04-08,La Serena,Iquique,Semi-cama,35,15600.0,7.7
VJ-02365,2024-04-08,Iquique,Antofagasta,Semi-cama,41,14200.0,2.9
VJ-02366,2024-04-08,Temuco,Concepción,Semi-cama,32,14800.0,6.3
VJ-02367,2024-04-08,Santiago,Antofagasta,Económico,31,9000.0,3.8
VJ-02368,2024-04-08,Valparaíso,Puerto Montt,Semi-cama,24,11400.0,4.5
VJ-02369,2024-04-08,Puerto Montt,Antofagasta,Económico,19,8800.0,
VJ-02370,2024-04-08,Temuco,Puerto Montt,Cama,31,20900.0,
VJ-02371,2024-04-08,Iquique,Antofagasta,Semi-cama,33,9600.0,6.3
VJ-02372,2024-04-08,Valparaíso,Temuco,Económico,24,8000.0,4.9
VJ-02373,2024-04-08,La Serena,Temuco,Cama,40,18600.0,7.9
VJ-02374,2024-04-08,Valparaíso,La Serena,Cama,34,19600.0,8.8
VJ-02375,2024-04-08,Antofagasta,Temuco,Cama,31,18600.0,14.0
VJ-02376,2024-04-08,Santiago,Concepción,Cama,35,15800.0,5.7
VJ-02377,2024-04-09,Santiago,Iquique,Semi-cama,29,12900.0,5.4
VJ-02378,2024-04-09,Puerto Montt,La Serena,Cama,30,18500.0,3.6
VJ-02379,2024-04-09,Temuco,Iquique,Cama Premium,22,23600.0,6.1
VJ-02380,2024-04-09,Iquique,Santiago,Cama,27,21300.0,12.8
VJ-02381,2024-04-09,Concepción,Temuco,Económico,44,8900.0,
VJ-02382,2024-04-09,Valparaíso,Temuco,Cama,36,23500.0,3.8
VJ-02383,2024-04-09,La Serena,Antofagasta,Económico,32,7800.0,11.7
VJ-02384,2024-04-09,Santiago,Concepción,Semi-cama,30,11100.0,4.5
VJ-02385,2024-04-09,Santiago,Valparaíso,Económico,29,8200.0,5.6
VJ-02386,2024-04-09,La Serena,Concepción,Semi-cama,42,8300.0,8.1
VJ-02387,2024-04-09,La Serena,Santiago,Cama,35,17700.0,7.2
VJ-02388,2024-04-09,La Serena,Santiago,Semi-cama,26,12800.0,11.4
VJ-02389,2024-04-09,Concepción,Puerto Montt,Económico,25,8000.0,8.1
VJ-02390,2024-04-09,Santiago,Concepción,Económico,33,8700.0,6.3
VJ-02391,2024-04-09,Temuco,Valparaíso,Semi-cama,37,15600.0,6.9
VJ-02392,2024-04-09,Valparaíso,Santiago,Económico,25,7500.0,7.4
VJ-02393,2024-04-09,Temuco,Antofagasta,Semi-cama,37,16600.0,6.1
VJ-02394,2024-04-09,Antofagasta,La Serena,Semi-cama,37,13600.0,5.2
VJ-02395,2024-04-09,La Serena,Puerto Montt,Cama Premium,45,28500.0,
VJ-02396,2024-04-09,Antofagasta,Concepción,Económico,26,8800.0,4.7
VJ-02397,2024-04-09,Valparaíso,Concepción,Semi-cama,29,13800.0,5.7
VJ-02398,2024-04-09,Valparaíso,Antofagasta,Económico,40,9900.0,3.2
VJ-02399,2024-04-09,Antofagasta,La Serena,Semi-cama,33,11100.0,
VJ-02400,2024-04-09,Antofagasta,Iquique,Económico,30,10300.0,3.7
VJ-02401,2024-04-10,Concepción,Santiago,Semi-cama,38,14800.0,14.0
VJ-02402,2024-04-10,Temuco,Concepción,Semi-cama,33,11700.0,2.9
VJ-02403,2024-04-10,Puerto Montt,La Serena,Económico,36,8000.0,4.1
VJ-02404,2024-04-10,Santiago,Valparaíso,Económico,34,5900.0,5.5
VJ-02405,2024-04-10,Valparaíso,Antofagasta,Cama Premium,27,30300.0,13.3
VJ-02406,2024-04-10,Santiago,La Serena,Cama Premium,37,23300.0,1.9
VJ-02407,2024-04-10,Temuco,Concepción,Económico,37,8200.0,11.2
VJ-02408,2024-04-10,Puerto Montt,Temuco,Cama Premium,40,32800.0,7.4
VJ-02409,2024-04-10,Concepción,Iquique,Semi-cama,34,15100.0,6.0
VJ-02410,2024-04-10,Antofagasta,Iquique,Económico,36,8500.0,7.4
VJ-02411,2024-04-10,La Serena,Antofagasta,Semi-cama,35,15100.0,3.2
VJ-02412,2024-04-10,Santiago,Iquique,Cama,39,16800.0,12.6
VJ-02413,2024-04-10,Temuco,Concepción,Semi-cama,30,13800.0,10.3
VJ-02414,2024-04-10,La Serena,Antofagasta,Económico,39,7500.0,3.6
VJ-02415,2024-04-10,Santiago,Puerto Montt,Económico,31,11600.0,6.5
VJ-02416,2024-04-10,Valparaíso,Temuco,Semi-cama,40,12800.0,6.5
VJ-02417,2024-04-10,Santiago,Valparaíso,Cama,29,16600.0,9.6
VJ-02418,2024-04-10,Valparaíso,Iquique,Cama Premium,28,29000.0,7.6
VJ-02419,2024-04-10,La Serena,Antofagasta,Semi-cama,33,13900.0,3.3
VJ-02420,2024-04-10,Santiago,Iquique,Cama,24,24300.0,3.4
VJ-02421,2024-04-10,Temuco,Concepción,Semi-cama,43,12500.0,4.0
VJ-02422,2024-04-10,La Serena,Concepción,Cama Premium,31,,3.7
VJ-02423,2024-04-10,Iquique,Valparaíso,Cama,34,24300.0,2.5
VJ-02424,2024-04-10,Temuco,Puerto Montt,Cama Premium,29,26800.0,
VJ-02425,2024-04-11,Iquique,Santiago,Semi-cama,27,13200.0,6.8
VJ-02426,2024-04-11,Iquique,Temuco,Económico,29,11000.0,4.1
VJ-02427,2024-04-11,Antofagasta,Iquique,Económico,43,,6.5
VJ-02428,2024-04-11,Concepción,Valparaíso,Semi-cama,33,10600.0,11.9
VJ-02429,2024-04-11,Valparaíso,Iquique,Semi-cama,30,12300.0,5.5
